ID NO,Name,Title,Date,Venue,Region,Oppose/Support,,Party Affiliation,ID,Name,Month,Day,Year,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
365,Specter,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,365,Specter,10,7,2,1,690,18.65,31.01,71.88,48.7,11.01,6.52,3.77,1.74,0.29,0.29,0.43,4.49,7.97,11.01,7.1,2.32,5.65,0.87,2.03,13.48,4.06,1.16,2.61,0.72,0,5.8,0.14,0.29,0.87,3.77,1.88,1.88,0,1.3,0.29,17.1,3.33,1.74,0.87,3.33,1.16,1.16,3.33,2.9,0.72,0.29,0.29,0.14,1.88,0.58,0,1.16,0.14,11.16,1.74,5.22,4.35,2.17,1.88,0.14,0,0.29,0,0,0.14,0,0.29,6.38,5.94,0.14,0.29,0.14,0,1.3,0,0.43,0,0,14.64
500,Mikulski,Senator,7-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,500,Mikulski,10,7,2,1,1812,14.38,31.51,74.72,46.74,10.71,7.01,3.04,2.43,0.28,0.5,0.77,3.7,8.61,12.47,7.73,0.94,9.05,1.43,2.59,10.6,5.96,1.16,1.27,0.33,0,8.17,0.11,0.06,0.55,7.84,3.59,4.25,0.77,2.48,0.5,16.34,3.04,2.54,1.66,1.82,0.99,1.43,4.58,1.93,1.16,0.5,0.66,0,0.5,0.39,0.11,0,0,9,1.38,5.41,2.1,3.2,2.92,0.17,0.22,0.33,0.22,0.83,0.28,0,0,8.22,4.47,0.11,0.11,0.83,0,0.22,0,0.72,0,0,14.68
501,Gregg,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,501,Gregg,10,7,2,1,1690,18.17,27.81,76.69,51.3,13.43,7.46,1.12,3.61,0.12,1.66,0.95,5.98,6.98,13.91,9.7,2.72,8.52,1.24,2.66,11.01,6.63,0.95,1.42,0.77,0,10.18,0,0.18,0.89,6.63,1.89,4.73,0.12,3.85,0.41,17.75,2.13,2.66,1.83,2.43,1.01,0.71,6.15,2.72,0.83,0.24,0.47,0.12,0.41,0.3,0.12,0,0,9.23,1.72,5.21,2.43,3.2,3.14,0,0.3,0.06,0.12,1.18,0.06,0.12,0.06,5.98,6.45,0.41,0.12,0.24,0,0.65,0,1.07,0,0,14.91
502,Allard,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,502,Allard,10,7,2,1,2219,18.49,30.01,71.43,44.75,10.68,5.77,2.07,2.07,0,1.17,0.45,4.91,7.21,11.63,6.62,0.77,7.35,1.22,2.57,11.63,4.69,1.04,1.71,0.5,0,7.26,0,0.09,1.13,4.46,1.98,2.34,0.59,1.17,0.23,15.37,2.7,2.21,1.89,1.76,1.04,0.99,4.73,1.26,1.67,0.41,0.72,0.05,0.59,0.18,0.14,0.05,0.23,12.48,1.89,6.13,4.46,3.15,2.75,0.09,0.23,0.32,0.09,0.18,0.09,0,0.05,6.58,5.59,0.32,0,0.14,0,0.27,0,3.15,0.09,0,16.22
503,Jeffords,Senator,7-Oct-02,Senate,Iraq,0,H.J. Res 114,Republican,503,Jeffords,10,7,2,1,1368,20.42,34.06,75.15,45.47,9.36,4.97,1.68,2.41,0,0.88,0,4.39,7.09,8.92,6.43,1.02,5.7,1.61,2.7,13.08,5.04,1.39,2.12,0.22,0,5.41,0,0.07,0.15,8.26,3.14,5.04,0.73,3.07,0.88,16.96,1.68,1.75,2.85,2.12,1.17,1.83,5.48,3,1.17,0.44,0.22,0.44,0.37,0.07,0.29,0,0,12.43,2.34,6.07,3.95,3.95,4.97,0,0,0.51,0.07,0.51,0.07,0.07,0,5.99,4.75,0.07,0,0.07,0,0.51,0,0.58,0,0,11.99
504,Lieberman,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,504,Lieberman,10,7,2,1,3825,24.84,28.99,73.91,48.1,10.43,5.15,1.86,1.91,0,1.02,0.37,5.28,7.84,10.9,6.54,2.88,5.88,0.5,3.01,13.52,4.89,1.12,2.07,0.58,0,7.14,0,0.39,0.29,5.28,2.41,2.88,0.26,2.01,0.31,15.19,2.72,2.2,0.71,1.62,0.94,1.1,4.55,2.12,1.33,0.34,0.78,0.08,0.42,0.1,0.21,0.03,0.08,11.95,1.78,5.31,4.68,2.9,3.48,0.47,0.24,0.42,0.03,0.73,0.03,0.08,0.03,4.84,7.32,0.16,0.24,0.18,0,0.39,0,2.12,0,0,15.24
505,Reid,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,505,Reid,10,7,2,1,767,15.98,24.38,79.4,56.06,16.95,10.95,6.13,1.17,1.3,1.83,0.52,6,6.13,14.86,9.52,2.35,10.04,0.65,3.65,11.21,7.04,2.22,2.22,0.39,0.13,11.99,0,0.91,1.83,3.26,2.74,0.52,0,0.39,0,15.25,3,0.91,1.69,2.74,1.04,0.26,3.26,4.56,2.87,0.26,2.48,0,1.3,0.26,0.78,0.26,0,9.39,1.56,5.74,2.09,3.39,2.09,0.26,0,0.65,0,0.26,0.39,0.13,0.13,6.52,9,0.13,0.26,0,0,0,0,0.52,0,0,16.43
506,Wellstone,Senator,7-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,506,Wellstone,10,7,2,1,763,13.16,28.18,78.11,48.62,14.68,9.04,4.06,3.54,0,0.39,1.05,5.64,7.47,13.5,8.52,1.44,7.6,2.75,2.62,9.96,3.54,1.57,1.31,0.66,0,10.22,0.66,0.26,1.31,5.9,2.49,3.41,0.52,1.05,1.18,18.48,2.36,2.23,3.8,1.83,1.31,0.52,5.5,2.88,1.18,0,1.05,0.13,0.52,0.26,0,0.26,0,12.58,2.36,6.95,3.01,2.36,2.49,0.26,0,0.13,0,0.52,0.13,0.13,0,6.95,4.46,0.39,0.13,0.79,0,0.79,0,0.39,0,0,13.89
507,Kennedy,Senator,7-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,507,Kennedy,10,7,2,1,2820,19.72,32.06,74.04,46.03,9.18,5.92,0.99,2.91,0.14,1.1,0.78,3.26,8.01,11.45,7.94,1.38,6.63,1.6,2.59,12.02,4.65,1.31,1.99,0.39,0,8.12,0.04,0.25,0.71,7.38,2.59,4.65,0.99,2.8,0.39,17.02,2.52,2.34,1.42,2.2,1.06,2.06,4.54,2.55,0.64,0.11,0.53,0,0.39,0.07,0.28,0.04,0,10.74,1.31,5.85,3.55,3.65,3.33,0.57,0.11,0.32,0.11,1.81,0.07,0.11,0.07,5.11,4.43,0.14,0.11,0.57,0,0.32,0,0.53,0,0,11.21
508,Brownback,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,508,Brownback,10,7,2,1,2300,13.61,22,79.43,54.43,15.3,8.57,1.35,3.83,0.7,1.78,0.91,6.74,6.57,13.52,9.52,1.61,9.87,0.74,3,12.83,4.57,1.74,2.13,0.35,0,10.17,0,0.04,1.22,6,2.35,3.65,0.52,1.83,0.09,16.78,1.7,1.26,1.48,2.43,0.96,0.57,7.09,3,0.87,0.35,0.3,0.13,1.04,0.13,0.7,0.17,0.04,13.74,2.52,6.87,4.35,1.87,1.83,0.39,0,0.22,0.22,0.43,0.13,0.13,0.09,7,4.13,0.39,0.13,0.61,0,0.04,0,1.09,0,0,13.39
509,Burns,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,509,Burns,10,7,2,1,1545,14.71,26.21,78.83,49.58,12.43,7.44,1.81,2.98,0.13,2.01,0.52,4.98,6.86,11.84,7.44,1.36,7.9,1.1,3.88,10.61,6.02,1.94,2.14,0.65,0,10.42,0.06,0.45,1.55,6.73,2.52,4.21,0.71,2.85,0.32,15.73,2.27,1.94,1.29,1.36,1.42,0.97,5.63,1.94,2.91,0.91,1.17,0.52,1.04,0.39,0.39,0.06,0.19,12.04,1.36,5.44,4.66,1.68,2.07,0.19,0.39,0.39,0.26,0.45,0,0,0.19,7.64,4.53,0,0,0.39,0,0.58,0,1.23,0,0.13,14.5
510,Wyden,Senator,7-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,510,Wyden,10,7,2,1,1687,27.66,30.47,73.5,47.24,10.73,6.28,3.56,1.48,0,0.89,0.36,4.45,8,11.08,7.05,2.13,6.99,0.65,2.61,11.91,4.27,1.48,1.96,0.71,0,5.16,0.3,0.12,0.47,7.59,3.44,4.03,0.59,2.55,0.3,15.17,3.08,1.3,0.89,1.96,1.6,1.96,3.14,2.31,0.77,0.36,0.3,0.12,0.53,0.06,0.41,0.06,0,10.61,0.77,5.45,4.09,2.31,2.85,0.12,0.18,0.36,0.3,0.47,0,0.06,0.06,3.79,5.99,0.12,0.06,0.06,0,0.41,0,0.53,0,0.12,11.08
511,Nickles,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,511,Nickles,10,7,2,1,2413,14.03,27.6,75.92,49.61,13.55,8.04,1.82,2.07,0.21,2.82,1.12,5.51,6.55,15.54,9.61,3.94,7.21,1.57,2.74,10.94,4.14,1.57,1.99,0.33,0.04,9.7,0.04,0.12,1.12,4.93,2.45,2.49,0.46,1.41,0.37,16.91,3.03,3.23,1.82,1.91,1.41,0.46,4.48,2.07,1.28,0.17,0.83,0.04,0.46,0.21,0.17,0.04,0.08,10.53,2.49,4.72,3.11,2.98,2.9,0.62,0.08,0.29,0,0.29,0.08,0.04,0.08,8.62,6.71,0.62,0.08,0.21,0,0.25,0,1.04,0,0,17.53
366,Lieberman,Senator,8-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,366,Lieberman,10,8,2,1,2860,20.88,27.66,76.89,50.42,12.1,6.01,1.54,2.38,0.45,1.33,0.31,6.08,8.15,11.82,7.73,2.38,8.04,0.56,3.04,12.66,4.65,0.98,1.96,0.87,0,8.29,0.03,0.38,0.66,6.12,2.73,3.39,0.28,2.52,0.24,15.52,2.59,2.2,0.94,2.13,1.05,1.57,4.76,1.92,0.94,0.17,0.7,0,0.35,0.1,0.07,0.07,0.1,11.15,1.22,5.28,4.51,3.08,3.32,0.56,0.31,0.45,0.17,0.77,0.14,0.07,0,4.44,6.99,0.35,0.14,0.7,0,0.21,0,0.59,0,0.03,13.46
367,McCain,Senator,8-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,367,McCain,10,8,2,1,2213,25.73,33.53,72.12,45.23,10.53,4.61,1.58,1.63,0,1.13,0.27,5.92,7.77,9.53,6.37,1.49,5.51,1.31,2.35,12.52,3.84,1.13,1.94,0.36,0,7.23,0,0.27,0.9,6.78,3.62,3.16,0.23,2.12,0.36,15.73,3.25,1.67,1.04,1.54,1.67,2.21,3.57,1.49,0.86,0.14,0.36,0.27,0.45,0.32,0.05,0.09,0,10.62,1.17,4.97,4.25,3.21,3.43,0.27,0.27,0.27,0.14,0.14,0.09,0.18,0,4.11,4.88,0.32,0.05,0.23,0,0.14,0,2.03,0,0,11.75
368,Warner,Senator,8-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,368,Warner,10,8,2,1,2192,21.92,26.51,76.82,51.14,13.18,6.71,2.51,2.33,0.41,1.23,0.23,6.48,7.44,12.04,7.71,1.92,6.43,1.46,2.69,12.27,5.11,1.51,1.55,0.96,0,8.17,0.05,0.5,0.59,4.15,2.51,1.64,0.41,0.82,0.18,16.01,2.01,1.46,1.14,2.24,1.78,0.96,5.02,2.65,1.82,0.36,1.32,0.14,0.64,0.46,0.18,0,0,13.41,1.64,6.93,4.7,3.01,2.65,0.18,0.23,0.36,0.14,0.05,0,0.09,0.05,4.79,8.39,0.36,0.09,0.14,0,0.18,0,0.27,0,0.05,14.28
369,Bayh,Senator,8-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,369,Bayh,10,8,2,1,2257,19.13,28.62,77.4,51.09,16.17,10.1,3.9,4.74,0.22,1.02,0.22,6.07,6.73,11.79,6.87,1.51,7.4,1.28,2.79,11.7,5.72,1.33,1.68,0.4,0,10.19,0,0.71,0.58,7.71,4.08,3.63,0.58,1.77,0.44,18.96,3.5,2.39,2.04,2.04,1.28,1.2,6.16,2.26,1.06,0.09,0.66,0.31,0.8,0.49,0.27,0,0.04,8.82,1.64,3.99,2.75,1.86,3.01,0.13,0.27,0.04,0.18,0.71,0.04,0.04,0,5.41,5.32,0.4,0.18,0.58,0,0.22,0,0.35,0,0.13,12.58
370,Craig,Senator,8-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,370,Craig,10,8,2,1,1696,23.23,28.66,75.35,47.82,10.55,5.6,1.59,3.18,0.06,0.53,0.24,4.95,8.02,11.32,6.84,2.24,5.9,1.24,1.95,13.86,5.72,0.71,1.42,0.59,0,6.43,0,0.35,0.47,5.6,2.89,2.71,0.53,1.59,0.18,17.51,1.95,2.36,1.42,0.94,2.06,1.89,6.54,1.06,0.71,0.18,0.35,0.12,0.65,0.47,0,0.12,0.06,14.68,1.42,7.25,5.66,2.59,2.83,0.18,0.12,0.24,0.06,0.12,0.06,0,0.12,4.95,7.78,0.06,0.47,0.18,0,0.29,0,0.35,0,0.12,14.21
371,Byrd,Senator,8-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,371,Byrd,10,8,2,1,2968,13.74,22.68,78.03,53.98,16.51,7.75,3.13,2.12,0.3,0.91,1.28,8.76,6.74,14.99,10.01,1.45,9.97,1.45,2.83,11.79,4.21,1.52,2.29,0.64,0,8.69,0.13,0,1.15,3.94,2.26,1.58,0.17,1.08,0.2,14.49,2.9,0.91,1.72,2.63,1.11,0.64,4.01,2.39,1.55,0.51,0.91,0.1,0.37,0.2,0.1,0.03,0.03,11.99,1.85,5.59,4.41,1.99,1.55,0.27,0.37,0.57,0.07,0.27,0.07,0.2,0.03,6.77,6.44,0.34,0.13,1.35,0,0.27,0,2.12,0.1,0.07,17.69
443,Thomas,Senator,8-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,443,Thomas,10,8,2,1,925,11.71,28.54,80.11,50.16,13.62,7.46,1.51,4.76,0,0.86,0.32,6.16,7.68,16.11,10.38,1.62,10.49,1.95,1.95,10.92,3.57,0.76,2.27,0.43,0,10.27,0,0.11,0.65,6.7,4,2.59,0.43,0.86,0.54,22.49,3.68,2.59,2.49,3.24,2.16,1.95,6.59,1.51,0.97,0.43,0.22,0.32,0.65,0.22,0.43,0,0,10.92,1.62,4.97,4.22,4.11,4.43,0,0.22,0,0.11,0,0.11,0.11,0,10.38,4.65,0,0.11,0.54,0,0,0,0.32,0,0,16
23,Bond,Senator,9-Oct-02,Senate ,Iraq,1,H.J. Res 114,Republican,23,Bond,10,9,2,1,951,18.29,29.55,74.13,46.48,10.41,5.68,1.16,3.26,0,0.63,0.63,4.73,8.2,12.41,8.62,2.52,6.41,1.26,1.58,11.57,5.26,0.74,1.16,0.32,0,7.78,0,0.11,0.42,6.62,2,4.63,0.53,3.15,0,15.56,2.42,2,1.37,0.95,1.16,0.84,6.62,1.26,1.16,0.21,0.74,0.11,0.63,0.53,0.11,0,0,13.25,2.84,5.47,4.84,2.52,2.94,0,0,0,0.11,0.42,0,0,0,5.99,4.31,0.32,0,0,0,0.21,0,0.84,0,0,11.67
372,Reid,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,372,Reid,10,9,2,1,880,16.6,25.23,75.45,48.41,12.39,8.07,2.95,2.39,1.59,0.34,0.8,4.32,6.93,12.05,7.27,2.27,6.93,1.59,2.39,12.39,5.57,1.59,1.36,0.57,0,10.45,0.57,0,1.7,5.45,3.64,1.82,0.11,1.48,0,17.61,2.95,3.86,1.59,1.59,1.02,1.48,4.09,3.07,0.68,0,0.68,0,0.23,0.23,0,0,0,9.55,1.36,5.45,2.61,2.84,4.2,0.23,0.11,0.45,0.34,0.45,0,0,0,6.36,4.55,0,0.11,0,0,0.68,0,0.11,0,0,11.82
373,Feingold,Senator,9-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,373,Feingold,10,9,2,1,3035,20.65,30.41,76.9,49.29,11.33,6.49,2.54,2.97,0.03,0.33,0.63,4.84,6.79,11.6,7.05,1.38,7.15,0.76,3.16,13.61,5.44,1.68,2.44,0.13,0,8.37,0,0.13,0.49,6.75,2.44,4.28,1.02,2.14,0.4,17.27,2.5,1.78,1.55,2.64,1.48,1.12,5.3,2.57,1.45,0.33,0.99,0.13,0.23,0.1,0.07,0.03,0.03,12.42,1.45,6.66,4.12,2.9,2.67,0.13,0.07,0.23,0.1,0.36,0.46,0.16,0.03,5.01,6,0.4,0.07,0.49,0,0.76,0,1.42,0,0.49,14.63
374,Hutchison,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,374,Hutchison,10,9,2,1,1319,13.32,28.43,74.98,47.69,11.83,7.2,2.12,4.02,0.23,0.68,0.15,4.62,7.2,14.1,9.17,2.88,7.66,0.76,2.12,10.31,4.47,1.29,2.12,0.68,0,9.78,0.61,0,0.53,7.43,2.27,5.08,0.45,3.64,0.83,16.07,2.43,1.97,1.36,1.82,0.61,1.82,6.14,1.52,1.29,0.08,0.53,0.61,0.91,0.3,0.53,0.08,0,11.3,1.59,5.61,3.79,2.73,3.11,0.23,0.3,0.23,0,1.21,0.08,0,0,7.88,4.25,0.53,0,0.91,0,0.53,0,1.36,0,0.38,15.85
375,Specter,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,375,Specter,10,9,2,1,252,28,35.71,76.59,50,6.35,3.17,2.38,0,0,0.79,0,3.17,10.32,10.32,5.95,0.4,6.75,1.19,2.38,17.46,4.76,0,3.57,0.79,0,5.56,0,0,0.79,5.16,2.78,2.38,0.4,1.98,0,19.05,5.95,3.97,0.79,1.98,0.79,0.79,2.78,1.98,0.4,0,0.4,0,0,0,0,0,0,7.94,0.4,4.76,3.17,2.38,3.17,0,0,0,0,0,0,0,0,3.97,6.35,0.79,0,0,0,0.4,0,1.59,0,0,13.1
376,Lieberman,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,376,Lieberman,10,9,2,1,2388,33.17,34.67,71.82,47.53,9.92,5.36,2.14,1.51,0.42,0.92,0.38,4.56,9.72,9.51,5.82,1.26,6.37,0.67,2.18,13.61,4.61,0.84,2.3,0.38,0,7.29,0,0.34,0.54,5.03,2.51,2.51,0.5,1.59,0.21,15.7,3.43,1.76,1.21,2.14,1.55,1.3,3.6,2.22,0.8,0.21,0.54,0.04,0.29,0.08,0.13,0.08,0,9.76,1.34,5.9,2.43,2.55,2.76,0.21,0.13,0.34,0.13,0.25,0.21,0.08,0,4.02,7.37,0.21,0,0.13,0,0.38,0,0.5,0.13,0,12.86
377,Leahy,Senator,9-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,377,Leahy,10,9,2,1,3008,17.59,31.85,74.8,47.94,11.5,5.88,1.83,2.39,0.1,0.76,0.8,5.62,7.35,12.1,7.85,2.26,7.38,1.16,3.03,11.54,5.09,1.46,1.86,0.6,0,8.11,0,0.03,0.6,5.15,2.13,2.99,0.5,1.53,0.57,17.22,3.32,2.69,1.96,2.33,0.83,0.96,4.32,2.63,1.33,0.07,1.1,0.17,0.17,0.1,0.07,0,0,10.67,1.8,4.69,4.06,4.16,3.59,0.2,0.17,0.63,0.03,0.6,0.07,0.1,0.07,6.28,5.92,0.13,0.1,0.6,0.03,0.07,0,1.3,0,0,14.43
378,Grassley,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,378,Grassley,10,9,2,1,1870,20.78,33.21,71.55,44.28,8.56,4.6,2.19,1.44,0.11,0.53,0.32,3.96,6.79,10.21,6.26,1.76,5.35,0.86,2.57,13.58,5.13,0.91,2.25,0.59,0,5.88,0,0.53,0.59,6.52,2.62,3.9,1.07,2.25,0.32,15.56,2.73,1.93,1.07,2.19,1.23,1.82,3.48,1.87,0.91,0.16,0.59,0.11,0.43,0.21,0.21,0,0,12.3,1.18,5.99,4.6,2.94,2.83,0.05,0.11,0.37,0.11,0.48,0.05,0,0,5.29,5.35,0.27,0,0.48,0,0.37,0,0.48,0,0.16,12.41
379,"Graham, FL",Senator,9-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,379,Graham,10,9,2,1,3962,21.53,30.24,75.29,49.02,11.76,6.39,2.07,2.55,0.33,0.81,0.63,5.38,8.81,12.17,7.85,1.77,7.52,0.86,1.77,13.35,3.94,1.01,1.54,0.78,0,8.28,0,0.23,0.4,6.03,1.92,4.06,1.11,2.27,0.23,13.6,1.92,2.3,1.03,1.41,0.61,1.16,4.47,1.56,0.98,0.23,0.66,0.1,0.33,0.15,0.18,0,0,11.69,1.77,5.86,3.74,2.88,4.11,0.43,0.45,0.15,0.15,0.5,0.05,0,0.03,4.85,5.3,0.56,0.23,0.71,0,0.58,0,0.56,0,0,12.77
380,Warner,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,380,Warner,10,9,2,1,265,20.38,29.81,72.08,45.66,13.96,7.55,5.66,0.75,0,1.13,0,6.42,7.92,7.17,4.15,0.38,4.15,0.75,1.51,14.72,1.89,0.75,0.75,0.38,0,6.42,0,1.13,0.38,5.66,4.15,1.51,0,1.13,0,11.7,3.4,0.38,0.75,1.89,1.51,0.38,3.4,0.75,2.26,0.38,1.89,0,0.38,0.38,0,0,0,11.7,0.38,7.55,3.4,1.89,1.51,0,0.75,0,0,0,0,0,0.38,5.28,4.91,0,0,0,0,0.38,0,0.38,0,0,10.94
381,McCain,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,381,McCain,10,9,2,1,2741,21.41,30.76,74.97,46.99,11.42,6.46,2.3,2.19,0.04,1.53,0.4,4.96,7.44,10.73,7.04,1.93,6.06,1.06,2.23,12.7,4.38,1.46,1.64,0.55,0,9.19,0,0.36,1.02,6.49,2.48,4.01,0.58,2.96,0.18,16.75,2.7,1.61,1.39,2.12,1.9,1.5,4.2,2.37,0.95,0.4,0.47,0.04,0.77,0.33,0,0.36,0.07,11.02,1.35,5.69,4.12,2.59,2.74,0.22,0.26,0.33,0.07,0.36,0.15,0.15,0,4.96,6.53,0.15,0.11,0.04,0,0.11,0,0.51,0,0,12.4
512,Helms,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,512,Helms,10,9,2,1,783,21.75,38.31,67.56,38.83,6.64,3.7,1.02,1.53,0,1.15,0,2.94,6.64,8.17,5.87,1.02,4.47,1.4,2.3,11.49,3.7,1.28,1.79,1.02,0,5.62,0,0.13,0.64,6.77,2.68,4.09,0.13,2.55,0.51,12.77,1.28,1.15,1.79,1.53,1.79,1.53,4.09,0.89,1.02,0.26,0.51,0.26,0.51,0.26,0.26,0,0,12.9,1.53,5.36,6.13,5.24,3.7,0.51,0.13,0.51,0.51,0.38,0.13,0,0.13,7.79,7.15,0.13,0,0,0,0.13,0,6,0.26,0,21.71
513,Kerry,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,513,Kerry,10,9,2,1,5625,23.44,31.89,73.46,45.96,9.94,5.37,1.19,2.1,0.05,1.24,0.78,4.57,7.96,10.1,6.56,1.67,5.92,1.23,1.99,12.85,5.17,1.3,1.58,0.25,0,7.22,0.02,0.11,0.41,6.63,2.44,4.2,0.3,3.16,0.39,16.78,2.38,2.84,1.6,2.08,1.55,1.19,4.82,2.04,0.64,0.07,0.34,0.18,0.39,0.21,0.12,0.02,0.04,11.27,1.48,5.87,3.68,3.38,3.48,0.25,0.11,0.37,0.11,0.85,0.12,0.07,0.02,4.6,5.72,0.25,0.02,0.28,0,0.48,0,1.35,0,0.02,12.73
514,Hagel,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,514,Hagel,10,9,2,1,1795,18.89,32.92,71.2,44.68,7.52,4.07,0.67,3.12,0,0.11,0.17,3.45,8.64,9.03,6.52,0.61,5.07,1.95,2.23,11.87,5.79,1.67,2.56,0.33,0,5.96,0.06,0.22,0.67,5.57,3.29,2.28,0.61,1.06,0.17,18.66,2.84,2.45,1.67,1.78,1.78,1.39,6.18,1.95,0.56,0.11,0.28,0.17,0.33,0.11,0.06,0.06,0.11,12.59,1.95,6.57,3.9,3.9,3.51,0.45,0,0.5,0.17,0.45,0.06,0.11,0,6.57,7.35,0.06,0.22,0.17,0,0.67,0,1.23,0,0,16.27
515,Dodd,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,515,Dodd,10,9,2,1,3298,19.87,29.5,77.29,49.7,11.92,5.85,2.97,1.88,0.03,0.49,0.49,6.06,7.4,11.95,7.85,1.64,6.94,1.61,2.91,12.4,5.06,1.52,2.03,0.49,0,6.55,0.09,0.3,0.27,6.76,3.49,3.24,0.39,1.73,0.49,18.8,3.85,1.82,2.58,2.88,2.18,1,3.79,2.94,1.33,0.33,0.79,0.21,0.76,0.42,0.21,0.09,0.03,10.43,1.46,5.18,3.52,2.3,3.46,0.06,0.12,0.15,0,0.27,0.06,0.09,0.03,6.06,5.03,0.03,0.12,0.09,0,0.12,0,0.82,0,0,12.28
516,Roberts,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,516,Roberts,10,9,2,1,2092,15.61,29.97,74.24,49,11.14,6.45,1.82,2.77,0.19,1,0.67,4.68,7.12,11.66,7.65,1.34,6.98,1.34,3.82,11.71,5.83,1.29,2.06,0.62,0,7.79,0.05,0.24,0.53,6.21,2.53,3.68,0.96,2.15,0.19,17.54,3.39,1.91,1.77,2.82,1.86,0.76,4.64,2.63,0.91,0.14,0.38,0.33,0.57,0.33,0.05,0.05,0.14,10.04,1.43,4.68,3.82,2.29,2.72,0.29,0.1,0.62,0.19,0.43,0.24,0.14,0.05,6.84,6.84,0.19,0.14,0.76,0,0.43,0,1.91,0,0.14,17.26
517,Biden,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,517,Biden,10,9,2,1,2035,16.54,20.93,80.29,55.28,15.97,10.71,3.34,2.56,1.62,2.31,0.88,5.26,7.57,15.82,9.58,2.31,10.12,1.67,3.05,12.19,4.86,2.01,1.28,0.74,0.05,13.12,0.05,0.54,0.98,4.42,2.06,2.31,0.2,1.57,0.25,16.22,2.11,2.01,2.21,2.7,1.13,0.84,4.42,2.75,2.65,0.79,1.72,0.15,1.08,0.54,0.2,0.29,0.1,11.45,1.62,5.9,3.69,1.97,1.77,0.49,0.2,0.2,0.1,0.84,0.1,0.2,0.1,6.39,7.22,0.49,0.49,0.64,0,0,0,1.47,0,0.05,16.76
518,Frist,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,518,Frist,10,9,2,1,2006,17.44,33.95,70.84,41.92,7.43,4.54,0.65,1.3,0,1.74,0.85,2.89,5.68,10.27,6.48,1.69,5.28,1.05,2.29,11.47,5.58,0.8,2.34,1.45,0,6.93,0,0.2,1.4,9.32,2.19,7.13,0.65,5.73,0.35,13.71,1.65,2.09,1.3,1.25,1,0.95,4.89,1.65,0.55,0.2,0.15,0.05,1,0.3,0.5,0.05,0.15,9.92,0.9,5.83,3.14,3.99,2.59,0.1,0.4,0.6,0.1,1.4,0.1,0.1,0,6.68,6.03,0.1,0,0.05,0,0.55,0,1.45,0,0.05,14.91
