ID NO,Name,Title,Date,Venue,Region,Oppose/Support,,Party Affiliation,ID,Name,Month,Day,Year,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
466,Collins,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,466,Collins,10,10,2,1,2062,22.91,39.04,68.67,41.76,6.64,3.83,1.36,1.16,0,0.97,0.34,2.81,8.39,7.57,5.58,0.97,4.12,0.87,2.33,12.27,5.63,0.53,2.09,0.39,0,4.46,0,0.15,0.34,8.2,3.3,4.9,0.39,3.69,0.15,14.5,2.62,2.47,1.16,1.45,1.41,1.36,3.98,1.45,0.39,0.15,0.1,0.1,0.19,0.15,0.05,0,0,8.29,0.73,4.22,3.25,4.66,3.64,0.19,0.15,0.48,0.19,0.63,0,0.29,0,4.9,6.84,0.05,0.34,0.19,0,0.29,0,0.97,0,0,13.58
468,Kohl,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,468,Kohl,10,10,2,1,732,18.77,32.38,75.14,46.45,10.52,6.69,2.6,2.32,0,1.5,0.27,3.83,7.24,11.07,8.33,0.27,8.06,1.37,1.37,11.61,4.37,1.64,2.6,0,0,6.69,0,0.27,0.55,8.06,3.42,4.51,0.68,3.28,0.14,16.12,2.87,2.46,1.09,1.78,1.09,1.23,4.78,1.91,0.55,0.14,0.27,0.14,0.27,0.27,0,0,0,10.11,1.64,5.46,2.87,4.23,5.19,0.27,0.27,0.27,0,0.82,0,0,0,6.56,4.23,0,0,0,0,0,0,0.68,0,0,11.48
469,Schumer,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,469,Schumer,10,10,2,1,1831,17.95,28.67,77.28,49.75,12.02,8.19,2.84,3.82,0,0.82,0.71,3.82,6.61,12.07,8.57,0.93,7.05,2.46,2.46,11.69,5.57,1.42,2.35,1.04,0,8.41,0.33,0.05,0.55,7.7,2.62,5.08,1.31,2.62,0.49,18.08,2.89,1.69,2.35,2.13,1.8,1.47,6.23,1.97,0.76,0.27,0.38,0.11,0.71,0.16,0.49,0,0.05,10.92,1.75,4.42,4.48,2.46,2.84,0.22,0.27,0.76,0.38,0.82,0.11,0,0.05,5.46,5.73,0.44,0.55,0.33,0,0.38,0,0.49,0,0.16,13.54
470,Rockefeller,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,470,Rockefeller,10,10,2,1,2424,20.37,30.03,75.17,48.76,11.1,5.98,1.32,3.18,0,1.11,0.37,5.12,7.26,11.92,8.33,1.32,6.89,2.02,2.76,11.59,5.53,1.44,2.56,0.25,0,7.76,0,0.08,0.78,7.71,2.35,5.36,1.61,2.48,0.62,18.73,2.97,2.27,1.98,2.72,1.86,0.87,4.87,3.01,0.54,0.25,0.08,0.21,0.33,0.21,0.04,0.04,0.04,10.23,1.49,5.2,3.55,1.98,3.18,0.29,0.29,0.29,0.25,0.45,0,0.04,0.08,6.39,5.61,0.04,0.04,0.04,0,0.25,0,1.03,0,0,13.41
471,Sessions,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,471,Sessions,10,10,2,1,3125,16.71,28.74,76.19,49.06,11.58,6.85,1.12,3.2,0.13,1.79,0.61,4.74,7.01,11.36,8.29,1.02,7.36,1.73,2.94,11.07,5.57,1.6,1.82,0.74,0,8.58,0,0.03,0.77,7.74,4.29,3.42,0.48,1.86,0.42,18.98,2.53,3.26,1.5,2.14,2.08,1.6,4.54,2.94,0.83,0.26,0.38,0.16,0.35,0.26,0.06,0.03,0.03,10.37,1.76,5.31,3.04,2.66,3.52,0.13,0.03,0.26,0.26,0.64,0.16,0.03,0.03,7.3,5.98,0.06,0,0.26,0,0.26,0,2.43,0.03,0.32,16.67
473,Ensign,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,473,Ensign,10,10,2,1,2425,20.21,28.95,74.93,46.85,11.46,7.01,0.49,3.67,0,2.1,0.74,4.45,6.64,11.55,7.51,1.53,7.3,1.2,1.86,12.58,4.54,1.15,1.57,0.95,0,10.06,0.25,0.21,0.91,9.44,2.56,6.72,0.91,4.95,0.21,14.43,2.1,1.77,1.28,1.28,1.57,1.24,4.95,1.57,0.74,0.12,0.29,0.25,0.87,0.29,0.33,0.16,0.08,11.75,1.69,5.48,4.45,2.31,2.64,0.33,0.29,0.45,0.45,1.03,0.04,0,0.04,7.26,5.15,0.12,0.21,0,0,0.41,0,4,0.04,0.04,17.28
474,"Graham, FL",Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,474,Graham,10,10,2,1,1770,19.89,32.6,73.84,46.21,10.73,6.21,1.86,2.99,0.11,0.28,0.96,4.52,7.4,9.77,6.67,1.13,4.92,1.86,2.37,12.77,4.07,0.79,2.03,1.07,0,7.4,0,0.11,0.73,7.29,1.69,5.59,1.81,2.94,0.34,15.08,2.26,2.09,1.81,1.47,1.02,1.19,4.52,1.3,0.51,0.06,0.45,0,0.45,0.17,0.23,0.06,0,12.49,1.98,6.21,4.07,2.49,3.62,0.23,0.11,0,0.06,1.02,0,0,0,5.59,5.99,0.34,0,0.23,0,0.56,0,1.41,0,0,14.12
475,Mikulski,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,475,Mikulski,10,10,2,1,859,16.84,33.76,73.34,43.89,10.36,6.64,3.84,1.63,0,0.47,0.7,3.73,8.96,10.59,6.75,0.7,6.98,2.21,1.63,9.55,5.59,1.16,1.16,0.23,0,7.22,0.12,0,0.81,7.22,2.68,4.42,0.58,2.44,0.7,17.11,2.44,3.14,2.44,1.4,1.16,1.63,4.42,2.21,0.7,0.23,0.35,0.12,0.35,0.12,0.23,0,0,9.55,1.63,5.82,1.51,3.14,2.91,0,0.35,0.58,0,0.7,0,0,0,5.7,3.96,0.23,0,0.47,0,0.35,0,1.05,0,0,11.76
476,"Smith, NH",Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,476,Smith,10,10,2,1,1589,14.45,25.24,76.4,49.97,12.65,7.8,2.14,2.58,0.25,1.95,0.88,4.85,6.86,15.54,9.63,3.46,8.62,1.01,2.83,10.45,4.34,2.14,1.89,0.44,0,8.43,0,0,1.2,6.36,1.64,4.66,0.82,2.77,0.44,15.23,1.76,1.64,1.51,2.08,0.88,0.69,5.1,2.83,1.51,0.5,0.76,0.19,0.31,0.25,0.06,0,0,12.59,1.51,6.42,4.22,2.83,2.33,0.19,0.31,0.38,0.25,1.32,0,0.06,0,7.36,5.48,0.19,0.19,0.31,0,0.25,0,0.57,0,0.06,14.41
477,Cantwell,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,477,Cantwell,10,10,2,1,2147,22.13,34.51,72.38,43.04,9.13,5.22,1.21,2.79,0,0.98,0.23,3.91,7.69,10.71,6.47,2.1,5.26,1.54,2,10.85,5.26,1.21,1.16,0.47,0,7.27,0,0.23,0.79,7.45,3.26,4.15,0.37,2.61,0.56,17.47,2.33,2.05,2.33,1.72,1.82,1.63,5.96,2.24,0.88,0.14,0.19,0.56,0.37,0.14,0.14,0,0.09,11.09,1.91,5.68,3.21,3.59,4.24,0.42,0.28,0.47,0.09,0.37,0.09,0.09,0,6.24,4.75,0.09,0.28,0.09,0,1.02,0,1.07,0,0.09,13.65
478,Conrad,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,478,Conrad,10,10,2,1,1952,16.97,31.66,72.54,45.29,10.4,6.97,2.2,3.48,0,1.18,0.1,3.43,7.99,10.45,7.02,0.87,5.99,2.25,2.1,10.5,4.56,1.33,1.59,0.92,0,6.71,0,0.2,0.31,7.43,2.61,4.76,0.56,3.33,0.41,18.24,2,3.48,2.82,2.15,1.23,1.38,5.02,2.92,0.56,0.15,0.15,0.26,0.61,0.2,0.36,0,0.05,11.89,1.28,6.3,4.25,2.51,3.18,0.2,0.2,0.82,0.1,0.61,0.05,0,0.05,6.76,4.87,0.26,0,0.56,0,0.82,0,0.97,0,0.15,14.4
479,Shelby,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,479,Shelby,10,10,2,1,1913,20.14,38.16,67.28,38.73,6.59,3.29,0.52,0.78,0,1.52,0.47,3.29,5.28,9.36,4.65,1.36,4.29,0.73,2.04,12.75,4.86,1.15,1.83,0.58,0.05,5.8,0,0.1,0.47,6.06,1.62,4.44,0.31,3.4,0.31,18.77,2.72,3.14,0.63,1.1,1.93,2.98,4.97,1.73,0.42,0.05,0.16,0.21,0.42,0.26,0.16,0,0,11.92,1.31,5.44,4.81,3.61,2.67,0.21,0.16,0.37,0.16,0.31,0,0,0.05,7.63,6.33,0.1,0.21,0.16,0,0.99,0,2.51,0,0,17.93
480,Dorgan,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,480,Dorgan,10,10,2,1,1400,25.93,34.71,72.86,43.64,10.29,4.57,1.93,1.79,0,0.5,0.36,5.71,7.36,9.79,6.14,0.79,6.71,1.36,2.71,11.79,4.5,0.43,1.57,0.64,0,4.71,0.07,0.14,0.07,7.64,2.29,5.36,0.57,3.71,0.29,15.71,2.57,3.43,1.71,1.71,0.71,1.93,3.93,1.21,0.5,0.14,0.14,0.14,0.43,0.21,0.21,0,0,11.86,1.43,6.93,3.64,3.79,3.29,0,0.14,0.29,0.07,0.43,0,0.14,0.14,4.36,3.29,0.07,0,0.14,0,0.29,0,1.86,0,0.07,10.07
481,Edwards,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,481,Edwards,10,10,2,1,1155,20.62,32.73,73.94,44.33,10.65,5.71,0.78,2.94,0,1.65,0.35,4.94,5.89,10.91,7.1,0.69,7.01,2.16,2.77,10.48,5.28,1.21,2.34,1.13,0,8.4,0,0.35,0.35,8.74,4.42,4.33,0.43,3.46,0.09,19.22,3.2,2.25,2.68,2.16,2.34,2.6,5.02,1.73,0.78,0.17,0.26,0.35,0.09,0.09,0,0,0,9.44,1.56,4.42,3.64,3.38,3.29,0.17,0.26,0.26,0,0.35,0.09,0,0.17,5.54,6.23,0.26,0.35,0,0,0.87,0,1.3,0,0,14.55
482,Baucus,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,482,Baucus,10,10,2,1,388,15.52,33.76,76.03,45.88,11.6,6.96,1.55,3.09,0,2.32,0,4.64,9.79,10.05,6.7,0.26,7.99,0.26,0.77,12.37,2.84,1.29,1.55,0.52,0,10.31,0.26,0.52,2.06,6.7,3.61,3.09,0,2.32,0.26,14.43,2.32,1.8,1.03,0.77,0.77,1.8,5.15,1.29,0.77,0,0.52,0.26,0.52,0.26,0.26,0,0,11.86,3.09,4.64,4.12,3.35,3.09,0,0.77,0.77,0,0.26,0,0,0,8.76,2.06,0,0,0,0,0,0,0.26,0,0,11.08
483,"Smith, OR",Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,483,SmithOR,10,10,2,1,995,19.13,32.06,72.36,43.62,10.25,6.33,2.21,2.01,0.1,1.71,0.3,3.92,6.83,10.35,6.23,1.81,5.83,1.31,2.01,11.76,5.03,1.01,1.31,0.3,0,7.44,0.3,0,0.8,8.34,2.91,5.43,0.7,3.92,0.5,14.17,2.61,1.31,1.71,1.01,1.91,1.31,4.32,2.01,0.9,0.3,0.2,0.4,1.01,0.5,0.4,0,0.1,13.47,1.21,6.63,5.33,2.81,2.51,0.1,0,0.5,0.2,0.8,0.1,0,0,6.63,6.03,0,0,0,0,0.4,0,2.01,0,0.1,15.18
484,Harkin,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,484,Harkin,10,10,2,1,1080,28.42,34.54,71.76,42.69,8.7,5.19,1.57,1.85,0,1.3,0.46,3.52,7.22,7.78,4.81,1.48,3.8,0.93,1.85,11.76,6.3,0.65,1.85,0.37,0,7.04,0,0.19,1.02,7.22,2.96,4.07,0.37,2.87,0.37,18.15,2.69,2.78,0.93,1.11,1.76,1.94,6.48,1.39,0.46,0.19,0.28,0,0.28,0.09,0.19,0,0,11.67,1.3,6.02,4.26,4.17,3.52,0.19,0.37,0.19,0,0.65,0.19,0,0.28,5.19,3.89,0.09,0,0,0,0.46,0,0.93,0,0,10.56
485,McConnell,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,485,McConnell,10,10,2,1,1170,20.89,32.82,69.15,41.71,7.35,3.59,0.68,1.71,0,0.77,0.43,3.76,7.09,9.32,7.18,0.94,5.47,1.11,1.37,11.28,5.04,0.77,1.79,0.51,0,6.75,0.09,0.43,1.54,8.8,1.79,7.01,1.71,3.85,0.51,13.93,1.97,1.88,1.11,1.79,1.11,1.28,4.44,1.88,0.94,0.17,0.51,0.17,0.09,0,0,0,0.09,11.11,1.03,4.96,4.96,3.33,2.82,0.34,0.34,0,0,0.77,0,0.09,0,5.9,3.5,0.34,0,0.34,0,1.2,0,2.99,0,0,14.27
486,Feinstein,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,486,Feinstein,10,10,2,1,832,22.49,33.53,73.68,45.67,9.01,4.57,2.28,0.48,0,1.32,0.48,4.45,8.41,10.58,6.73,0.96,7.09,0.96,2.16,11.54,6.25,1.2,1.08,0.84,0,5.17,0,0,0.36,7.93,3.85,4.09,0.96,2.16,0.36,17.79,3.85,3.12,2.16,2.16,1.08,1.68,4.09,2.4,0.48,0.24,0.24,0,0.48,0.24,0.12,0,0.12,10.1,1.32,5.17,3.25,3,3.37,0.12,0.36,0,0.12,0.24,0.12,0.12,0,5.65,5.29,0.12,0.24,0,0,0.36,0,0.72,0,0,12.38
487,Landrieu,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,487,Landrieu,10,10,2,1,3088,20.45,34.16,69.2,41.77,8.13,4.21,0.58,1.62,0.23,1.68,0.1,3.92,7.55,9.42,5.63,1.65,4.79,1.2,1.98,12.34,4.7,1.26,1.3,0.39,0,7.12,0.13,0.13,0.81,6.35,2.62,3.69,0.32,2.82,0.49,16.55,3.17,2.85,1.94,1.49,1.42,1.17,4.27,1.85,0.87,0.16,0.49,0.19,0.87,0.49,0.19,0,0.19,9.72,1.39,5.15,2.91,4.08,3.63,0.42,0.23,0.19,0.19,0.97,0,0,0,7.84,4.66,0.03,0.42,0.06,0,0.29,0,2.59,0.03,0.03,16
488,Murkowski,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,488,Murkowski,10,10,2,1,1251,16.68,28.3,72.34,43.41,9.43,4.88,0.32,3.28,0,0.88,0.4,4.56,7.11,12.63,6.95,1.28,6.55,1.52,1.76,12.07,4,1.68,1.12,0.64,0,7.35,0,0.24,0.48,7.83,2.08,5.6,0.8,3.84,0.16,16.79,2,2.8,1.68,1.44,1.52,2.08,4.64,2.72,1.36,0.24,0.24,0.32,0.4,0.32,0.08,0,0,12.87,1.6,5.36,5.76,2.08,2.16,0.4,0.16,0.64,0.08,0.32,0,0.08,0.16,6.16,4.88,0,0.08,1.36,0,0.64,0,0.72,0,0.16,13.99
489,Lincoln,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,489,Lincoln,10,10,2,1,567,17.18,31.57,78.84,47.44,14.29,10.93,4.76,2.65,0,2.82,0.71,3.35,5.64,13.4,7.94,0.71,10.05,1.06,1.59,10.93,5.29,2.12,1.41,0.53,0,10.76,0.53,0,0.71,8.64,4.23,4.41,0.88,2.12,0.71,20.81,4.76,2.65,2.29,2.12,2.47,1.41,4.94,2.29,0.53,0.18,0.18,0.18,0.71,0.18,0.35,0,0.18,10.23,2.29,3.35,3.7,2.47,3.88,0.35,0,0.35,0,0.53,0,0.18,0,6.53,2.29,0,0,0,0,0.18,0,0.53,0,0,9.52
490,Fitzgerald,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,490,Fitzgerald,10,10,2,1,1497,20.79,32.33,68,41.55,7.62,4.14,0.8,2,0,0.94,0.4,3.47,7.95,9.02,5.74,1.07,4.61,1.27,1.34,12.02,4.28,0.94,2.14,0.73,0.13,6.28,0,0.4,0.4,7.41,2.94,4.34,0.73,3.07,0.4,13.96,1.47,1.67,1.34,1.27,0.94,1.8,4.54,1.67,0.87,0,0.13,0.53,0.67,0.33,0.13,0,0.2,12.49,1.14,7.01,4.21,3.01,2.87,0.53,0.33,0.27,0.67,0.6,0.07,0,0.07,6.55,5.74,0.07,0.2,0.47,0,1.6,0,1.14,0,0,15.76
472,Carper,Senator,10-Oct-02,Senate,Iraq ,1,H.J. Res 114,Democrat,472,Carper,10,10,2,1,2355,19.79,30.96,72.65,46.45,11.46,6.75,1.53,3.4,0,1.02,0.81,4.71,7.43,9.85,6.58,1.53,5.65,1.66,2.12,11.97,5.01,0.98,1.83,0.81,0,8.15,0.08,0.13,0.64,6.88,3.18,3.65,0.34,2.25,0.47,15.54,2,2.21,1.91,2.12,1.32,0.76,5.56,2,1.23,0.3,0.42,0.51,0.55,0.38,0.17,0,0,12.02,1.61,6.16,4.29,2.85,3.61,0.42,0.38,0.47,0.08,0.72,0.13,0.13,0.08,5.77,5.31,0.08,0.13,0.17,0,0.47,0,1.15,0.04,0.04,13.16
